src,trg,Temperature,Pressure,DynViscosity,Density,ElecConductivity
FC(C(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,FC(C(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,308.15,101.325,0.211,1115.6,0.0365
FC(C(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,FC(C(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,313.15,101.325,0.158,1111.4,0.0475
FC(C(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,FC(C(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,318.15,101.325,0.118,1107.8,0.061
FC(C(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,FC(C(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,323.15,101.325,0.0908,1104.0,0.0778
FC(C(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,FC(C(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,328.15,101.325,0.0715,1099.2,0.096
FC(C(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,FC(C(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,333.15,101.325,0.0564,1095.6,0.113
FC(C(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,FC(C(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,338.15,101.325,0.0425,1091.5,0.128
FC(C(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,FC(C(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,343.15,101.325,0.0337,1087.4,0.156
FC(C(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,FC(C(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,348.15,101.325,0.0273,1083.5,0.184
FC(C(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,FC(C(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,353.15,101.325,0.0223,1079.4,0.207
CC[N+](CC)(CC)CCOC.[B-](F)(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),CC[N+](CC)(CC)CCOC.[B-](F)(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),298.1,101.325,0.135,1400.0,0.11
FC(S(=O)(=O)[O-])(F)F.C(#N)CCC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[O-])(F)F.C(#N)CCC[N+]1=CN(C=C1)C,288.15,101.0,1.182,1449.2,0.023
FC(S(=O)(=O)[O-])(F)F.C(#N)CCC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[O-])(F)F.C(#N)CCC[N+]1=CN(C=C1)C,293.15,101.0,0.811,1445.0,0.033
FC(S(=O)(=O)[O-])(F)F.C(#N)CCC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[O-])(F)F.C(#N)CCC[N+]1=CN(C=C1)C,298.15,101.0,0.581,1440.9,0.046
FC(S(=O)(=O)[O-])(F)F.C(#N)CCC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[O-])(F)F.C(#N)CCC[N+]1=CN(C=C1)C,303.15,101.0,0.422,1436.7,0.06
FC(S(=O)(=O)[O-])(F)F.C(#N)CCC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[O-])(F)F.C(#N)CCC[N+]1=CN(C=C1)C,308.15,101.0,0.31,1432.5,0.08
FC(S(=O)(=O)[O-])(F)F.C(#N)CCC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[O-])(F)F.C(#N)CCC[N+]1=CN(C=C1)C,313.15,101.0,0.231,1428.4,0.104
FC(S(=O)(=O)[O-])(F)F.C(#N)CCC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[O-])(F)F.C(#N)CCC[N+]1=CN(C=C1)C,318.15,101.0,0.1771,1424.3,0.131
FC(S(=O)(=O)[O-])(F)F.C(#N)CCC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[O-])(F)F.C(#N)CCC[N+]1=CN(C=C1)C,323.15,101.0,0.1414,1420.0,0.161
FC(S(=O)(=O)[O-])(F)F.C(C)[NH+](CC=C)CC,FC(S(=O)(=O)[O-])(F)F.C(C)[NH+](CC=C)CC,303.0,101.325,0.051,1247.0,0.419
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OC[N+]1=CN(C=C1)C,283.15,101.325,0.1286,1516.9,0.236
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OC[N+]1=CN(C=C1)C,293.15,101.325,0.0729,1506.7,0.341
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OC[N+]1=CN(C=C1)C,298.15,101.325,0.057,1501.5,0.387
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OC[N+]1=CN(C=C1)C,303.15,101.325,0.0453,1496.6,0.437
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OC[N+]1=CN(C=C1)C,313.15,101.325,0.0301,1486.3,0.543
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OC[N+]1=CN(C=C1)C,323.15,101.325,0.0212,1476.2,0.651
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OC[N+]1=CN(C=C1)C,333.15,101.325,0.0156,1466.4,0.766
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OC[N+]1=CN(C=C1)C,343.15,101.325,0.0118,1456.5,0.874
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OC[N+]1=CN(C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OC[N+]1=CN(C=C1)C,353.15,101.325,0.0092,1446.7,0.972
C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,293.18,101.325,0.284,1122.0,0.074
C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,295.63,101.325,0.243,1120.4,0.078
C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,298.13,101.325,0.218,1118.7,0.082
C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,300.63,101.325,0.187,1117.1,0.087
C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,303.13,101.325,0.169,1115.4,0.092
C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,305.63,101.325,0.143,1113.8,0.097
C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,308.13,101.325,0.1236,1112.1,0.102
C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,310.63,101.325,0.1096,1110.4,0.108
C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,313.13,101.325,0.0878,1108.7,0.114
C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,315.63,101.325,0.0711,1107.0,0.121
C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,318.13,101.325,0.0606,1105.3,0.127
C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,320.63,101.325,0.0503,1103.6,0.134
C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,323.13,101.325,0.0432,1101.9,0.141
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,278.15,101.325,0.1684,1594.2,0.1415
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,283.15,101.325,0.1254,1588.9,0.1858
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,288.15,101.325,0.0964,1583.5,0.238
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,293.15,101.325,0.0754,1578.2,0.299
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,298.15,101.325,0.0549,1572.9,0.244
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,303.0,101.325,0.0467,1566.0,0.425
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,303.15,101.325,0.0487,1567.7,0.447
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,313.0,101.325,0.0323,1556.0,0.605
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,313.15,101.325,0.0335,1557.3,0.631
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,323.0,101.325,0.02342,1546.0,0.818
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,323.15,101.325,0.02417,1547.0,0.849
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,333.0,101.325,0.01773,1536.0,1.065
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,333.15,101.325,0.01807,1536.7,1.105
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,343.0,101.325,0.01386,1525.0,1.342
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,343.15,101.325,0.01398,1526.5,1.392
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,353.0,101.325,0.01112,1515.0,1.651
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)N1C=[NH+]C=C1,353.15,101.325,0.01115,1516.5,1.714
N[C@@H](C)C(=O)[O-].OCC[N+](C)(C)C,N[C@@H](C)C(=O)[O-].OCC[N+](C)(C)C,298.15,101.325,0.715,1122.6,0.00213
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCC)[N+]1=CC=CC=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCC)[N+]1=CC=CC=C1,298.15,100.0,0.1041,1329.0,0.097
FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.OCC[N+](COCCC)(C)C,FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.OCC[N+](COCCC)(C)C,298.1,101.325,0.084,1420.0,0.169
N[C@@H](CO)C(=O)[O-].C(CCC)N1C=[N+](C=C1)C,N[C@@H](CO)C(=O)[O-].C(CCC)N1C=[N+](C=C1)C,298.15,101.325,5.415,1156.0,0.00395
N[C@@H](CO)C(=O)[O-].C(CCC)N1C=[N+](C=C1)C,N[C@@H](CO)C(=O)[O-].C(CCC)N1C=[N+](C=C1)C,303.15,101.325,3.382,1152.8,0.0067
N[C@@H](CO)C(=O)[O-].C(CCC)N1C=[N+](C=C1)C,N[C@@H](CO)C(=O)[O-].C(CCC)N1C=[N+](C=C1)C,308.15,101.325,2.129,1149.6,0.00831
N[C@@H](CO)C(=O)[O-].C(CCC)N1C=[N+](C=C1)C,N[C@@H](CO)C(=O)[O-].C(CCC)N1C=[N+](C=C1)C,313.15,101.325,1.522,1146.5,0.0152
N[C@@H](CO)C(=O)[O-].C(CCC)N1C=[N+](C=C1)C,N[C@@H](CO)C(=O)[O-].C(CCC)N1C=[N+](C=C1)C,318.15,101.325,1.05,1143.3,0.0218
N[C@@H](CO)C(=O)[O-].C(CCC)N1C=[N+](C=C1)C,N[C@@H](CO)C(=O)[O-].C(CCC)N1C=[N+](C=C1)C,323.15,101.325,0.712,1140.1,0.0329
N[C@@H](CO)C(=O)[O-].C(CCC)N1C=[N+](C=C1)C,N[C@@H](CO)C(=O)[O-].C(CCC)N1C=[N+](C=C1)C,328.15,101.325,0.54,1136.9,0.0471
N[C@@H](CO)C(=O)[O-].C(CCC)N1C=[N+](C=C1)C,N[C@@H](CO)C(=O)[O-].C(CCC)N1C=[N+](C=C1)C,333.15,101.325,0.392,1133.8,0.065
N[C@@H](CO)C(=O)[O-].C(CCC)N1C=[N+](C=C1)C,N[C@@H](CO)C(=O)[O-].C(CCC)N1C=[N+](C=C1)C,338.15,101.325,0.358,1130.6,0.0861
F[B-](F)(F)F.C(CCC)[P+](CSC)(CCCC)CCCC,F[B-](F)(F)F.C(CCC)[P+](CSC)(CCCC)CCCC,293.0,100.0,1.531,1096.0,0.039
FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,293.15,101.325,0.539,1168.0,0.0187
FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,298.15,101.325,0.374,1163.4,0.0246
FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,303.15,101.325,0.264,1159.5,0.034
FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,308.15,101.325,0.192,1155.0,0.045
FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,313.15,101.325,0.14,1150.1,0.0592
FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,318.15,101.325,0.107,1145.8,0.078
FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,323.15,101.325,0.0842,1142.2,0.0945
FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,328.15,101.325,0.0664,1136.5,0.114
FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,333.15,101.325,0.0527,1132.9,0.141
FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,338.15,101.325,0.0421,1129.0,0.164
FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,343.15,101.325,0.0329,1124.1,0.201
FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,348.15,101.325,0.0268,1120.6,0.232
FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,FC(C(=O)[O-])(F)F.C(CCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,353.15,101.325,0.022,1115.8,0.272
C[N+]1=CN(C=C1)CC.[B+3]1([F-])([F-])[O-]C(=O)C(=O)[O-]1,C[N+]1=CN(C=C1)CC.[B+3]1([F-])([F-])[O-]C(=O)C(=O)[O-]1,298.15,101.325,0.0619,1337.0,0.6619
C[N+]1=CN(C=C1)CC.[B+3]1([F-])([F-])[O-]C(=O)C(=O)[O-]1,C[N+]1=CN(C=C1)CC.[B+3]1([F-])([F-])[O-]C(=O)C(=O)[O-]1,303.15,101.325,0.04734,1332.0,0.8376
C[N+]1=CN(C=C1)CC.[B+3]1([F-])([F-])[O-]C(=O)C(=O)[O-]1,C[N+]1=CN(C=C1)CC.[B+3]1([F-])([F-])[O-]C(=O)C(=O)[O-]1,313.15,101.325,0.02977,1322.0,1.2596
C[N+]1=CN(C=C1)CC.[B+3]1([F-])([F-])[O-]C(=O)C(=O)[O-]1,C[N+]1=CN(C=C1)CC.[B+3]1([F-])([F-])[O-]C(=O)C(=O)[O-]1,323.15,101.325,0.02019,1312.0,1.7706
C[N+]1=CN(C=C1)CC.[B+3]1([F-])([F-])[O-]C(=O)C(=O)[O-]1,C[N+]1=CN(C=C1)CC.[B+3]1([F-])([F-])[O-]C(=O)C(=O)[O-]1,333.15,101.325,0.01452,1303.0,2.3607
S(=O)(=O)(O)[O-].CC=1N(C=C[N+]1C)CCC,S(=O)(=O)(O)[O-].CC=1N(C=C[N+]1C)CCC,298.15,101.325,0.264,1232.8,0.123
S(=O)(=O)(O)[O-].CC=1N(C=C[N+]1C)CCC,S(=O)(=O)(O)[O-].CC=1N(C=C[N+]1C)CCC,303.15,101.325,0.194,1229.2,0.162
S(=O)(=O)(O)[O-].CC=1N(C=C[N+]1C)CCC,S(=O)(=O)(O)[O-].CC=1N(C=C[N+]1C)CCC,308.15,101.325,0.1422,1225.7,0.211
S(=O)(=O)(O)[O-].CC=1N(C=C[N+]1C)CCC,S(=O)(=O)(O)[O-].CC=1N(C=C[N+]1C)CCC,313.15,101.325,0.107,1222.1,0.267
S(=O)(=O)(O)[O-].CC=1N(C=C[N+]1C)CCC,S(=O)(=O)(O)[O-].CC=1N(C=C[N+]1C)CCC,318.15,101.325,0.0813,1218.8,0.333
S(=O)(=O)(O)[O-].CC=1N(C=C[N+]1C)CCC,S(=O)(=O)(O)[O-].CC=1N(C=C[N+]1C)CCC,323.15,101.325,0.062,1215.3,0.409
S(=O)(=O)(O)[O-].CC=1N(C=C[N+]1C)CCC,S(=O)(=O)(O)[O-].CC=1N(C=C[N+]1C)CCC,328.15,101.325,0.0478,1211.7,0.496
S(=O)(=O)(O)[O-].CC=1N(C=C[N+]1C)CCC,S(=O)(=O)(O)[O-].CC=1N(C=C[N+]1C)CCC,333.15,101.325,0.0357,1208.3,0.6
S(=O)(=O)(O)[O-].CC=1N(C=C[N+]1C)CCC,S(=O)(=O)(O)[O-].CC=1N(C=C[N+]1C)CCC,338.15,101.325,0.0275,1204.8,0.711
S(=O)(=O)(O)[O-].CC=1N(C=C[N+]1C)CCC,S(=O)(=O)(O)[O-].CC=1N(C=C[N+]1C)CCC,343.15,101.325,0.0212,1201.5,0.832
CC[N+](CC)(C)CCOC.[B-](F)(F)(F)C(F)(F)C(F)(F)(F),CC[N+](CC)(C)CCOC.[B-](F)(F)(F)C(F)(F)C(F)(F)(F),298.1,101.325,0.068,1310.0,0.32
CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),283.15,101.325,0.431,1352.0,0.0339
CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),288.15,101.325,0.2993,1340.0,0.0421
CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),293.15,101.325,0.2132,1330.0,0.0512
CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),298.15,101.325,0.1555,1314.0,0.0601
CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),303.15,101.325,0.1167,1303.0,0.0679
CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),308.15,101.325,0.0887,1292.0,0.0741
CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),313.15,101.325,0.0693,1281.0,0.0769
CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,293.15,101.325,0.1377,1397.2,0.16
CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+](C)(C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.15,101.325,0.104,1392.9,0.21
