src,trg,Temperature,Pressure,DynViscosity,Density,ElecConductivity
[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,333.15,101.325,0.0565,1178.2,0.64
[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,335.65,101.325,0.05095,1176.2,0.704
[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,338.15,101.325,0.04607,1175.0,0.77
FS(=O)(=O)[N-]S(=O)(=O)F.C(#N)CCC[N+]1=CN(C=C1)C,FS(=O)(=O)[N-]S(=O)(=O)F.C(#N)CCC[N+]1=CN(C=C1)C,288.15,101.0,0.401,1520.5,0.106
FS(=O)(=O)[N-]S(=O)(=O)F.C(#N)CCC[N+]1=CN(C=C1)C,FS(=O)(=O)[N-]S(=O)(=O)F.C(#N)CCC[N+]1=CN(C=C1)C,293.15,101.0,0.29,1515.9,0.134
FS(=O)(=O)[N-]S(=O)(=O)F.C(#N)CCC[N+]1=CN(C=C1)C,FS(=O)(=O)[N-]S(=O)(=O)F.C(#N)CCC[N+]1=CN(C=C1)C,298.15,101.0,0.215,1511.4,0.182
FS(=O)(=O)[N-]S(=O)(=O)F.C(#N)CCC[N+]1=CN(C=C1)C,FS(=O)(=O)[N-]S(=O)(=O)F.C(#N)CCC[N+]1=CN(C=C1)C,303.15,101.0,0.1602,1506.8,0.234
FS(=O)(=O)[N-]S(=O)(=O)F.C(#N)CCC[N+]1=CN(C=C1)C,FS(=O)(=O)[N-]S(=O)(=O)F.C(#N)CCC[N+]1=CN(C=C1)C,308.15,101.0,0.1246,1502.3,0.299
FS(=O)(=O)[N-]S(=O)(=O)F.C(#N)CCC[N+]1=CN(C=C1)C,FS(=O)(=O)[N-]S(=O)(=O)F.C(#N)CCC[N+]1=CN(C=C1)C,313.15,101.0,0.0976,1497.8,0.377
FS(=O)(=O)[N-]S(=O)(=O)F.C(#N)CCC[N+]1=CN(C=C1)C,FS(=O)(=O)[N-]S(=O)(=O)F.C(#N)CCC[N+]1=CN(C=C1)C,318.15,101.0,0.0777,1493.4,0.47
FS(=O)(=O)[N-]S(=O)(=O)F.C(#N)CCC[N+]1=CN(C=C1)C,FS(=O)(=O)[N-]S(=O)(=O)F.C(#N)CCC[N+]1=CN(C=C1)C,323.15,101.0,0.0633,1489.0,0.584
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,278.15,101.325,0.1954,1431.3,0.1
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,283.15,101.325,0.1427,1426.4,0.132
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,288.15,101.325,0.1071,1421.6,0.172
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,293.15,101.325,0.0817,1416.5,0.217
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,298.15,101.325,0.0653,1411.9,0.272
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,303.15,101.325,0.05239,1407.3,0.335
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,308.15,101.325,0.04246,1402.7,0.409
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,313.15,101.325,0.03401,1398.1,0.49
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,318.15,101.325,0.02913,1393.6,0.576
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,323.15,101.325,0.02459,1389.2,0.69
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,328.15,101.325,0.02033,1385.4,0.796
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,333.15,101.325,0.01749,1380.9,0.91
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,338.15,101.325,0.01519,1376.4,1.031
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,343.15,101.325,0.01331,1372.0,1.16
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,348.15,101.325,0.0113,1367.5,1.296
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[N+]1=CC(=CC=C1)C,353.15,101.325,0.01,1362.9,1.437
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CC)OCC[N+]1=CC=CC=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CC)OCC[N+]1=CC=CC=C1,283.15,101.325,0.1391,1445.0,0.159
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CC)OCC[N+]1=CC=CC=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CC)OCC[N+]1=CC=CC=C1,293.15,101.325,0.0794,1435.3,0.228
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CC)OCC[N+]1=CC=CC=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CC)OCC[N+]1=CC=CC=C1,298.15,101.325,0.062,1430.5,0.261
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CC)OCC[N+]1=CC=CC=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CC)OCC[N+]1=CC=CC=C1,303.15,101.325,0.0493,1425.7,0.299
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CC)OCC[N+]1=CC=CC=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CC)OCC[N+]1=CC=CC=C1,313.15,101.325,0.0328,1416.2,0.381
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CC)OCC[N+]1=CC=CC=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CC)OCC[N+]1=CC=CC=C1,323.15,101.325,0.023,1406.3,0.459
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CC)OCC[N+]1=CC=CC=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CC)OCC[N+]1=CC=CC=C1,333.15,101.325,0.0168,1397.7,0.539
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CC)OCC[N+]1=CC=CC=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CC)OCC[N+]1=CC=CC=C1,343.15,101.325,0.0126,1388.4,0.613
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CC)OCC[N+]1=CC=CC=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CC)OCC[N+]1=CC=CC=C1,353.15,101.325,0.0098,1379.4,0.691
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,278.15,101.325,0.0718,1073.5,0.433
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,283.15,100.0,0.0583,1070.0,0.636
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,288.15,101.325,0.04357,1067.0,0.702
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,293.0,101.325,0.0293,1060.0,1.08
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,293.15,100.0,0.0332,1064.4,0.972
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,293.15,101.3,0.03373,1064.3,0.923
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,298.15,100.0,0.0301,1059.2,1.171
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,298.15,101.3,0.02773,1061.1,1.101
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,298.15,101.325,0.0299,1059.62,1.052
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,298.15,101.325,0.0293,1059.62,1.052
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,303.15,100.0,0.0244,1055.5,1.39
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,303.15,101.3,0.02315,1057.8,1.299
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,308.15,101.3,0.01958,1054.6,1.516
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,308.15,101.325,0.02123,1054.2,1.483
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,313.15,100.0,0.0168,1049.2,1.886
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,313.15,101.3,0.01677,1051.5,1.742
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,318.15,101.3,0.01451,1048.3,1.987
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,318.15,101.325,0.01528,1046.7,1.991
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,323.15,100.0,0.0124,1043.0,2.459
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,323.15,101.3,0.01268,1045.2,2.245
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,328.15,101.3,0.01118,1042.0,2.513
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,328.15,101.325,0.01158,1041.8,2.57
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,333.15,101.0,0.01049,1037.1,2.769
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,333.15,101.0,0.01049,1037.1,2.183
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,333.15,101.3,0.009933,1038.9,2.799
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,338.15,101.3,0.00889,1035.8,3.093
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,338.15,101.325,0.00909,1035.6,3.22
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,343.15,101.3,0.008008,1032.7,3.396
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,348.15,101.3,0.007257,1029.7,3.712
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,348.15,101.325,0.00754,1029.6,3.93
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,353.15,101.3,0.006613,1026.6,4.031
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,358.15,101.325,0.00622,1023.3,4.69
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CC=CC=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CC=CC=C1,283.15,101.325,0.1425,1493.1,0.2
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CC=CC=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CC=CC=C1,293.15,101.325,0.0814,1483.7,0.275
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CC=CC=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CC=CC=C1,298.15,101.325,0.0635,1479.0,0.314
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CC=CC=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CC=CC=C1,303.15,101.325,0.0505,1474.0,0.362
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CC=CC=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CC=CC=C1,313.15,101.325,0.0336,1464.6,0.443
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CC=CC=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CC=CC=C1,323.15,101.325,0.0235,1455.1,0.531
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CC=CC=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CC=CC=C1,333.15,101.325,0.0171,1445.8,0.622
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CC=CC=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CC=CC=C1,343.15,101.325,0.0129,1436.6,0.708
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CC=CC=C1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CC=CC=C1,353.15,101.325,0.01,1427.3,0.794
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,283.15,101.325,0.895,1113.4,0.0211
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,283.15,101.325,0.895,1113.4,0.0212
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,283.15,101.325,0.895,1113.4,0.0218
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,288.15,101.325,0.41,1109.9,0.0303
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,288.15,101.325,0.41,1109.9,0.0305
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,293.15,101.325,0.44,1106.4,0.0423
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,293.15,101.325,0.44,1106.4,0.0435
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,298.1,101.325,0.291,1080.0,0.0724
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,298.1,101.325,0.291,1080.0,0.0563
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,298.15,100.0,0.341,1103.47,0.0587
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,298.15,101.0,0.337,1101.1,0.069
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,298.15,101.325,0.342,1104.4,0.0595
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,298.15,101.325,0.342,1104.4,0.0594
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,298.15,101.325,0.342,1104.4,0.0584
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,298.15,101.325,0.342,1104.4,0.0583
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,298.15,101.325,0.342,1104.4,0.0576
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,298.15,101.325,0.437,1104.4,0.0595
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,298.15,101.325,0.437,1104.4,0.0594
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,298.15,101.325,0.437,1104.4,0.0584
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,298.15,101.325,0.437,1104.4,0.0583
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,298.15,101.325,0.437,1104.4,0.0576
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,303.15,101.325,0.24,1099.5,0.0794
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,303.15,101.325,0.24,1099.5,0.0775
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,303.15,101.325,0.24,1099.5,0.076
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,308.15,101.325,0.205,1093.7,0.1041
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,308.15,101.325,0.205,1093.7,0.1017
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,308.15,101.325,0.205,1093.7,0.0992
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,313.15,101.325,0.143,1092.6,0.1311
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,313.15,101.325,0.143,1092.6,0.1271
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,313.15,101.325,0.143,1092.6,0.1317
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,318.15,101.325,0.129,1087.1,0.1602
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,318.15,101.325,0.129,1087.1,0.1654
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,318.15,101.325,0.129,1087.1,0.167
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,323.15,100.0,0.0888,1087.0,0.203
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,323.15,100.0,0.0887,1087.0,0.203
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,328.15,101.325,0.086,1080.5,0.252
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,328.15,101.325,0.086,1080.5,0.244
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,338.15,101.325,0.0509,1076.5,0.368
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,348.15,101.325,0.0358,1080.5,0.512
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,353.15,101.325,0.0281,1066.6,0.561
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,353.15,101.325,0.0281,1066.6,0.581
[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,358.15,101.325,0.0259,1073.8,0.688
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,278.15,101.0,0.1398,1453.69,0.158
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,283.0,101.325,0.099,1451.1,0.19
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,283.15,100.0,0.1061,1450.6,0.207
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,283.15,101.0,0.106,1451.0,0.207
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,283.15,101.0,0.106,1451.0,0.205
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,283.15,101.0,0.106,1451.0,0.204
CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,283.15,101.325,0.1036,1448.5,0.1995
