Temperature/K,Pressure/kPa,Specific_density[Liquid]/kg/m3,cmp1ID,cmp1name,SMILES,Viscosity[Liquid]/Pa&#8226;s,Electrical_conductivity[Liquid]/S/m
361,101.325,1340.0,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.01078,2.11
355,101.325,1345.0,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.01231,1.473
341,101.325,1357.0,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.01737,1.106
336,101.325,1361.0,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.01991,0.965
336,101.325,1191.0,ABTCNz,triethyl(pentyl)phosphonium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)[P+](CCCCC)(CC)CC,0.01966,1.37
298,101.325,1219.0,ABTCNz,triethyl(pentyl)phosphonium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)[P+](CCCCC)(CC)CC,0.06938,0.463
324,101.325,1282.0,ABmOpT,triethyl(pentyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[P+](CCCCC)(CC)CC,0.02879,0.521
312,101.325,1292.0,ABmOpT,triethyl(pentyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[P+](CCCCC)(CC)CC,0.04542,0.358
306,101.325,1297.0,ABmOpT,triethyl(pentyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[P+](CCCCC)(CC)CC,0.05868,0.286
300,101.325,1302.0,ABmOpT,triethyl(pentyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[P+](CCCCC)(CC)CC,0.07743,0.223
361,101.325,1322.0,ABjxpz,triethyl(2-methoxyethyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[P+](CCOC)(CC)CC,0.007672,1.84
330,101.325,1349.0,ABjxpz,triethyl(2-methoxyethyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[P+](CCOC)(CC)CC,0.01601,0.99
324,101.325,1354.0,ABjxpz,triethyl(2-methoxyethyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[P+](CCOC)(CC)CC,0.01904,0.85
330,101.325,1277.0,ABmOpT,triethyl(pentyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[P+](CCCCC)(CC)CC,0.0235,0.612
336,101.325,1272.0,ABmOpT,triethyl(pentyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[P+](CCCCC)(CC)CC,0.01946,0.711
312,101.325,1370.0,ABfwPV,1-butyl-1-methylpiperidinium bis(trifluoromethanesulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.08867,0.264
361,101.325,1329.0,ABfwPV,1-butyl-1-methylpiperidinium bis(trifluoromethanesulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.01562,1.19
336,101.325,1349.0,ABfwPV,1-butyl-1-methylpiperidinium bis(trifluoromethanesulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.03312,0.626
324,101.325,1360.0,ABfwPV,1-butyl-1-methylpiperidinium bis(trifluoromethanesulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.05201,0.424
306,101.325,1375.0,ABfwPV,1-butyl-1-methylpiperidinium bis(trifluoromethanesulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.1202,0.202
300,101.325,1380.0,ABfwPV,1-butyl-1-methylpiperidinium bis(trifluoromethanesulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.168,0.153
330,101.325,1355.0,ABfwPV,1-butyl-1-methylpiperidinium bis(trifluoromethanesulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.04112,0.519
361,101.325,1251.0,ABmOpT,triethyl(pentyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[P+](CCCCC)(CC)CC,0.01002,1.17
283,101.325,1370.3,ABJVJm,1-butyl-3-methylimidazolium bis(fluorosulfonyl)imide,CCCCN1C=C[N+](=C1)C.N(S(=O)(=O)F)S(=O)(=O)F,0.0585,0.462
273,101.325,1379.2,ABJVJm,1-butyl-3-methylimidazolium bis(fluorosulfonyl)imide,CCCCN1C=C[N+](=C1)C.N(S(=O)(=O)F)S(=O)(=O)F,0.0988,0.291
278,101.325,1374.7,ABJVJm,1-butyl-3-methylimidazolium bis(fluorosulfonyl)imide,CCCCN1C=C[N+](=C1)C.N(S(=O)(=O)F)S(=O)(=O)F,0.0753,0.37
288,101.325,1365.9,ABJVJm,1-butyl-3-methylimidazolium bis(fluorosulfonyl)imide,CCCCN1C=C[N+](=C1)C.N(S(=O)(=O)F)S(=O)(=O)F,0.0466,0.561
293,101.325,1361.5,ABJVJm,1-butyl-3-methylimidazolium bis(fluorosulfonyl)imide,CCCCN1C=C[N+](=C1)C.N(S(=O)(=O)F)S(=O)(=O)F,0.0375,0.681
298,101.325,1357.2,ABJVJm,1-butyl-3-methylimidazolium bis(fluorosulfonyl)imide,CCCCN1C=C[N+](=C1)C.N(S(=O)(=O)F)S(=O)(=O)F,0.031,0.816
278,101.325,1534.0,ABvtXp,1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,0.382,0.046
313,101.325,1497.5,ABvtXp,1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,0.0504,0.278
303,101.325,1508.0,ABvtXp,1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,0.0795,0.1829
298,101.325,1513.2,ABvtXp,1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,0.104,0.145
293,101.325,1518.5,ABvtXp,1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,0.14,0.1122
288,101.325,1523.9,ABvtXp,1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,0.191,0.0853
283,101.325,1528.5,ABvtXp,1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,0.265,0.0634
273,101.325,1539.6,ABvtXp,1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,0.579,0.0324
303,101.325,1352.8,ABJVJm,1-butyl-3-methylimidazolium bis(fluorosulfonyl)imide,CCCCN1C=C[N+](=C1)C.N(S(=O)(=O)F)S(=O)(=O)F,0.026,0.953
353,101.325,1310.8,ABJVJm,1-butyl-3-methylimidazolium bis(fluorosulfonyl)imide,CCCCN1C=C[N+](=C1)C.N(S(=O)(=O)F)S(=O)(=O)F,0.00751,2.944
343,101.325,1319.0,ABJVJm,1-butyl-3-methylimidazolium bis(fluorosulfonyl)imide,CCCCN1C=C[N+](=C1)C.N(S(=O)(=O)F)S(=O)(=O)F,0.00886,2.475
333,101.325,1327.4,ABJVJm,1-butyl-3-methylimidazolium bis(fluorosulfonyl)imide,CCCCN1C=C[N+](=C1)C.N(S(=O)(=O)F)S(=O)(=O)F,0.0111,2.038
323,101.325,1335.8,ABJVJm,1-butyl-3-methylimidazolium bis(fluorosulfonyl)imide,CCCCN1C=C[N+](=C1)C.N(S(=O)(=O)F)S(=O)(=O)F,0.0143,1.636
313,101.325,1344.3,ABJVJm,1-butyl-3-methylimidazolium bis(fluorosulfonyl)imide,CCCCN1C=C[N+](=C1)C.N(S(=O)(=O)F)S(=O)(=O)F,0.019,1.273
333,101.325,1476.7,ABvtXp,1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,CCCCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,0.0238,0.549
321,101.325,1067.48,ABBlSX,1-butyl-1-methylpyrrolidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCC1)C,0.0749,0.068
298,101.325,1327.2,AAoCYj,"1,3-dimethylimidazolium methylsulfate",CN1C=C[N+](=C1)C.COS(=O)(=O)[O-],0.0717,0.392
308,101.325,1320.1,AAoCYj,"1,3-dimethylimidazolium methylsulfate",CN1C=C[N+](=C1)C.COS(=O)(=O)[O-],0.04693,0.595
312,101.325,1365.0,ABjxpz,triethyl(2-methoxyethyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[P+](CCOC)(CC)CC,0.0281,0.608
306,101.325,1370.0,ABjxpz,triethyl(2-methoxyethyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[P+](CCOC)(CC)CC,0.03495,0.498
300,101.325,1376.0,ABjxpz,triethyl(2-methoxyethyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[P+](CCOC)(CC)CC,0.04428,0.411
298,101.325,1520.3,ABVaXa,"N,N-dimethylpropionamidium bis(trifluoromethanesulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,0.1177,0.225
293,101.325,1525.6,ABVaXa,"N,N-dimethylpropionamidium bis(trifluoromethanesulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,0.1549,0.177
288,101.325,1530.9,ABVaXa,"N,N-dimethylpropionamidium bis(trifluoromethanesulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,0.2072,0.136
283,101.325,1536.2,ABVaXa,"N,N-dimethylpropionamidium bis(trifluoromethanesulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,0.2842,0.103
278,101.325,1541.5,ABVaXa,"N,N-dimethylpropionamidium bis(trifluoromethanesulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,0.401,0.075
273,101.325,1546.8,ABVaXa,"N,N-dimethylpropionamidium bis(trifluoromethanesulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,0.584,0.053
303,101.325,1515.1,ABVaXa,"N,N-dimethylpropionamidium bis(trifluoromethanesulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,0.0913,0.28
313,101.325,1504.7,ABVaXa,"N,N-dimethylpropionamidium bis(trifluoromethanesulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,0.0579,0.415
323,101.325,1494.4,ABVaXa,"N,N-dimethylpropionamidium bis(trifluoromethanesulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,0.03933,0.585
343,101.325,1474.1,ABVaXa,"N,N-dimethylpropionamidium bis(trifluoromethanesulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,0.02058,1.014
353,101.325,1464.0,ABVaXa,"N,N-dimethylpropionamidium bis(trifluoromethanesulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,0.01567,1.277
336,101.325,1344.0,ABjxpz,triethyl(2-methoxyethyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[P+](CCOC)(CC)CC,0.01362,1.13
318,101.325,1433.7,ABWEla,1-ethyl-3-methylpyridinium perfluoropentanoate,FC(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)F.C(C)[N+]1=CC(=CC=C1)C,0.0537,0.289
313,101.325,1438.7,ABWEla,1-ethyl-3-methylpyridinium perfluoropentanoate,FC(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)F.C(C)[N+]1=CC(=CC=C1)C,0.0678,0.239
308,101.325,1443.6,ABWEla,1-ethyl-3-methylpyridinium perfluoropentanoate,FC(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)F.C(C)[N+]1=CC(=CC=C1)C,0.0854,0.194
303,101.325,1448.6,ABWEla,1-ethyl-3-methylpyridinium perfluoropentanoate,FC(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)F.C(C)[N+]1=CC(=CC=C1)C,0.1108,0.155
298,101.325,1453.6,ABWEla,1-ethyl-3-methylpyridinium perfluoropentanoate,FC(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)F.C(C)[N+]1=CC(=CC=C1)C,0.1471,0.12
293,101.325,1458.7,ABWEla,1-ethyl-3-methylpyridinium perfluoropentanoate,FC(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)F.C(C)[N+]1=CC(=CC=C1)C,0.196,0.0915
323,101.325,1428.9,ABWEla,1-ethyl-3-methylpyridinium perfluoropentanoate,FC(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)F.C(C)[N+]1=CC(=CC=C1)C,0.0436,0.355
323,101.325,1065.92,ABBlSX,1-butyl-1-methylpyrrolidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCC1)C,0.0648,0.075
318,101.325,1069.04,ABBlSX,1-butyl-1-methylpyrrolidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCC1)C,0.0901,0.062
316,101.325,1070.6,ABBlSX,1-butyl-1-methylpyrrolidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCC1)C,0.1031,0.056
273,101.325,1075.2,AAnYiw,1-butyl-3-methylimidazolium dicyanamide,CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.0957,0.383
273,101.325,1027.7,AAoDJf,1-butyl-1-methylpyrrolidinium dicyanamide,CCCC[N+]1(CCCC1)C.C(=[N-])=NC#N,0.094,0.522
288,101.325,1019.1,AAoDJf,1-butyl-1-methylpyrrolidinium dicyanamide,CCCC[N+]1(CCCC1)C.C(=[N-])=NC#N,0.047,0.844
283,101.325,1022.0,AAoDJf,1-butyl-1-methylpyrrolidinium dicyanamide,CCCC[N+]1(CCCC1)C.C(=[N-])=NC#N,0.0583,0.786
278,101.325,1024.8,AAoDJf,1-butyl-1-methylpyrrolidinium dicyanamide,CCCC[N+]1(CCCC1)C.C(=[N-])=NC#N,0.0732,0.5662
296,101.325,1124.6,AAqwpG,N-ethyl-N-methylpyrrolidinium ethylphosphonate,C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C.C(C)[N+]1(CCCC1)C,0.251,0.223
293,101.325,1126.0,AAqwpG,N-ethyl-N-methylpyrrolidinium ethylphosphonate,C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C.C(C)[N+]1(CCCC1)C,0.298,0.208
298,101.325,1123.0,AAqwpG,N-ethyl-N-methylpyrrolidinium ethylphosphonate,C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C.C(C)[N+]1(CCCC1)C,0.22,0.239
308,101.325,1047.14,ABEVvP,1-butyl-1-methylpiperidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,0.051,0.044
311,101.325,1110.4,ABEpyd,4-butyl-4-methylmorpholin-4-ium butylphosphonate,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,0.1096,0.108
303,101.325,1115.4,ABEpyd,4-butyl-4-methylmorpholin-4-ium butylphosphonate,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,0.169,0.092
301,101.325,1117.1,ABEpyd,4-butyl-4-methylmorpholin-4-ium butylphosphonate,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,0.187,0.087
306,101.325,1113.8,ABEpyd,4-butyl-4-methylmorpholin-4-ium butylphosphonate,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,0.143,0.097
323,101.325,1037.32,ABEVvP,1-butyl-1-methylpiperidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,0.01261,0.075
321,101.325,1038.96,ABEVvP,1-butyl-1-methylpiperidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,0.01541,0.069
318,101.325,1040.6,ABEVvP,1-butyl-1-methylpiperidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,0.02082,0.063
313,101.325,1043.87,ABEVvP,1-butyl-1-methylpiperidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,0.0337,0.053
311,101.325,1045.51,ABEVvP,1-butyl-1-methylpiperidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,0.0441,0.048
316,101.325,1042.24,ABEVvP,1-butyl-1-methylpiperidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,0.0255,0.058
306,101.325,1048.76,ABEVvP,1-butyl-1-methylpiperidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,0.0626,0.04
303,101.325,1050.39,ABEVvP,1-butyl-1-methylpiperidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,0.0775,0.037
301,101.325,1052.0,ABEVvP,1-butyl-1-methylpiperidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,0.0891,0.034
298,101.325,1053.61,ABEVvP,1-butyl-1-methylpiperidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,0.113,0.031
296,101.325,1055.22,ABEVvP,1-butyl-1-methylpiperidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,0.133,0.028
298,101.325,1118.7,ABEpyd,4-butyl-4-methylmorpholin-4-ium butylphosphonate,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,0.218,0.082
296,101.325,1120.4,ABEpyd,4-butyl-4-methylmorpholin-4-ium butylphosphonate,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,0.243,0.078
308,101.325,1112.1,ABEpyd,4-butyl-4-methylmorpholin-4-ium butylphosphonate,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,0.1236,0.102
298,101.325,1081.6,ABBlSX,1-butyl-1-methylpyrrolidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCC1)C,0.321,0.027
313,101.325,1072.17,ABBlSX,1-butyl-1-methylpyrrolidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCC1)C,0.1254,0.05
293,101.325,1084.7,ABBlSX,1-butyl-1-methylpyrrolidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCC1)C,0.427,0.022
308,101.325,1075.3,ABBlSX,1-butyl-1-methylpyrrolidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCC1)C,0.173,0.041
306,101.325,1076.9,ABBlSX,1-butyl-1-methylpyrrolidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCC1)C,0.205,0.037
303,101.325,1078.4,ABBlSX,1-butyl-1-methylpyrrolidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCC1)C,0.241,0.034
301,101.325,1080.0,ABBlSX,1-butyl-1-methylpyrrolidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCC1)C,0.271,0.03
296,101.325,1083.2,ABBlSX,1-butyl-1-methylpyrrolidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCC1)C,0.359,0.025
293,101.325,1122.0,ABEpyd,4-butyl-4-methylmorpholin-4-ium butylphosphonate,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,0.284,0.074
311,101.325,1073.73,ABBlSX,1-butyl-1-methylpyrrolidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCC1)C,0.155,0.045
316,101.325,1107.0,ABEpyd,4-butyl-4-methylmorpholin-4-ium butylphosphonate,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,0.0711,0.121
323,101.325,1101.9,ABEpyd,4-butyl-4-methylmorpholin-4-ium butylphosphonate,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,0.0432,0.141
321,101.325,1103.6,ABEpyd,4-butyl-4-methylmorpholin-4-ium butylphosphonate,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,0.0503,0.134
318,101.325,1105.3,ABEpyd,4-butyl-4-methylmorpholin-4-ium butylphosphonate,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,0.0606,0.127
313,101.325,1108.7,ABEpyd,4-butyl-4-methylmorpholin-4-ium butylphosphonate,C(CCC)P([O-])([O-])=O.C(CCC)[N+]1(CCOCC1)C.C(CCC)[N+]1(CCOCC1)C,0.0878,0.114
293,101.325,1056.78,ABEVvP,1-butyl-1-methylpiperidin-1-ium butyl phosphonate,P(OCCCC)([O-])=O.C(CCC)[N+]1(CCCCC1)C,0.166,0.026
316,101.325,1048.6,ABMaXV,N-hexyl-N-methylpyrrolidinium hexylphosphonate,C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)[N+]1(CCCC1)C,0.1081,0.052
301,101.325,1121.5,AAqwpG,N-ethyl-N-methylpyrrolidinium ethylphosphonate,C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C.C(C)[N+]1(CCCC1)C,0.185,0.256
323,101.325,1043.4,ABMaXV,N-hexyl-N-methylpyrrolidinium hexylphosphonate,C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCCC1)C.C(CCCCC)[N+]1(CCCC1)C,0.0682,0.061
303,101.325,1016.7,ABPeev,4-hexyl-4-methylmorpholin-4-ium hexylphosphonate,C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)[N+]1(CCOCC1)C,0.197,0.02
301,101.325,1018.3,ABPeev,4-hexyl-4-methylmorpholin-4-ium hexylphosphonate,C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)[N+]1(CCOCC1)C,0.224,0.019
298,101.325,1020.0,ABPeev,4-hexyl-4-methylmorpholin-4-ium hexylphosphonate,C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)[N+]1(CCOCC1)C,0.269,0.017
296,101.325,1021.6,ABPeev,4-hexyl-4-methylmorpholin-4-ium hexylphosphonate,C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)[N+]1(CCOCC1)C,0.309,0.016
293,101.325,1023.1,ABPeev,4-hexyl-4-methylmorpholin-4-ium hexylphosphonate,C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)[N+]1(CCOCC1)C,0.369,0.015
308,101.325,1013.4,ABPeev,4-hexyl-4-methylmorpholin-4-ium hexylphosphonate,C(CCCCC)P([O-])([O-])=O.C(CCCCC)[N+]1(CCOCC1)C.C(CCCCC)[N+]1(CCOCC1)C,0.138,0.024
323,101.325,1108.0,AAqwpG,N-ethyl-N-methylpyrrolidinium ethylphosphonate,C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C.C(C)[N+]1(CCCC1)C,0.0431,0.478
321,101.325,1109.5,AAqwpG,N-ethyl-N-methylpyrrolidinium ethylphosphonate,C(C)P([O-])([O-])=O.C(C)[N+]1(CCCC1)C.C(C)[N+]1(CCCC1)C,0.0497,0.446
