293,101.325,1522.1,ABavHm,1-(2-hydroxyethyl)-1-methylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.OCC[N+]1(CCCC1)C,0.126,0.184,bis(trifluoromethylsulfonyl)azanide;2-(1-methylpyrrolidin-1-ium-1-yl)ethanol
323,101.325,1395.4,ABqQWj,3-(2-(butylamino)-2-oxoethyl)-1-ethyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)NC(C[N+]1=CN(C=C1)CC)=O,0.1389,0.1106,bis(trifluoromethylsulfonyl)azanide;N-butyl-2-(3-ethylimidazol-1-ium-1-yl)acetamide
333,101.325,1331.7,ABkIAl,"1-hexyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(CCCCC)[N+]1=CC(=CC=C1)C,0.02131,0.553,"1-hexyl-3-methylpyridin-1-ium;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
318,101.325,1130.8,ABChNd,1-butyl-3-methylimidazolium phenyltrifluoroborate,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,0.051,0.439,1-butyl-3-methylimidazol-3-ium;trifluoro(phenyl)boranuide
343,101.325,1150.0,ABIVLW,1-butyl-3-methylimidazolium trifluoro(2-methoxyphenyl)borate,C[N+]1(C=CN(CCCC)C=1).[B-](F)(F)(F)C1C=CC=CC(OC)=1,0.0713,0.313,1-butyl-3-methylimidazol-3-ium;trifluoro-(2-methoxyphenyl)boranuide
318,101.325,1146.4,ABHXjh,1-butyl-3-methyl-1H-imidazol-3-ium (4-cyanophenyl)trifluoroborate,C(#N)C1=CC=C(C=C1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,0.082,0.26,1-butyl-3-methylimidazol-3-ium;(4-cyanophenyl)-trifluoroboranuide
308,101.325,1161.9,ABIVUm,1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(4-methoxyphenyl)borate,C[N+]1(C=CN(CCCC)C=1).[B-](F)(F)(F)C1=CC=C(OC)C=C1,0.174,0.1,1-butyl-3-methylimidazol-3-ium;trifluoro-(4-methoxyphenyl)boranuide
318,101.325,1185.7,ABGFrV,1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(2-fluorophenyl)borate,C[N+]1(C=CN(CCCC)C=1).[B-](F)(F)(F)C1=CC=CC=C1(F),0.082,0.364,1-butyl-3-methylimidazol-3-ium;trifluoro-(2-fluorophenyl)boranuide
323,101.325,1148.2,ABIVYe,1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(3-methoxyphenyl)borate,C[N+]1(C=CN(CCCC)C=1).[B-](F)(F)(F)C1C=CC=C(OC)C=1,0.0723,0.325,1-butyl-3-methylimidazol-3-ium;trifluoro-(3-methoxyphenyl)boranuide
308,101.325,1413.0,ABenfm,1-pentylpyridinium bis(trifluoromethylsulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCC)[N+]1=CC=CC=C1,0.0456,0.336,bis(trifluoromethylsulfonyl)azanide;1-pentylpyridin-1-ium
308,101.325,1483.0,ABZTFs,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+]1=CC=C(C=C1)C,0.0231,1.05,bis(trifluoromethylsulfonyl)azanide;1-ethyl-4-methylpyridin-1-ium
343,101.325,1221.2,AAqmPK,"1-ethyl-2,3-dimethylimidazolium hydrogen sulfate",S(=O)(=O)(O)[O-].C(C)N1C(=[N+](C=C1)C)C,0.01257,0.925,"1-ethyl-2,3-dimethylimidazol-3-ium;hydrogensulfate"
323,101.325,1148.0,AAjqNh,1-metyl-3-propylimidazolium hydrogen carbonate,CCCN1C=[N+](C)C=C1.OC(=O)[O-],0.01318,0.908,hydrogencarbonate;1-methyl-3-propylimidazol-1-ium
343,101.325,1125.5,AAmaOX,1-butyl-3-methylimidazolium hydrogen carbonate,C(O)([O-])=O.C(CCC)N1C=[N+](C=C1)C,0.01004,0.963,1-butyl-3-methylimidazol-3-ium;hydrogencarbonate
338,101.325,1167.2,AAqlMK,1-methyl-3-propylimidazolium dihydrogen phosphate,P(=O)(O)(O)[O-].CN1C=[N+](C=C1)CCC,0.01143,1.412,dihydrogenphosphate;1-methyl-3-propylimidazol-3-ium
303,101.325,1173.2,AAtWiP,1-butyl-3-methylimidazolium dihydrogen phosphate,CCCCN1C=C[N+](=C1)C.OP(=O)(O)[O-],0.1011,0.483,1-butyl-3-methylimidazol-3-ium;dihydrogenphosphate
303,101.325,1138.3,AApKjz,3-methyl-1-pentylimidazolium hydrogen carbonate,C(O)([O-])=O.C[N+]1=CN(C=C1)CCCCC,0.0851,0.305,hydrogencarbonate;1-methyl-3-pentylimidazol-1-ium
303,101.325,1229.2,AAtWcS,"2,3-dimethyl-1-propylimidazolium hydrogen sulfate",S(=O)(=O)(O)[O-].CC=1N(C=C[N+]1C)CCC,0.194,0.162,"1,2-dimethyl-3-propylimidazol-1-ium;hydrogensulfate"
343,101.325,1181.0,AAwHAP,"1-butyl-2,3-dimethylimidazolium hydrogen sulfate",S(=O)(=O)(O)[O-].C(CCC)N1C(=[N+](C=C1)C)C,0.0381,0.739,"1-butyl-2,3-dimethylimidazol-3-ium;hydrogensulfate"
338,101.325,1165.2,AAyrFF,"2,3-dimethyl-1-pentylimidazolium hydrogen sulfate",S(=O)(=O)(O)[O-].CC=1N(C=C[N+]1C)CCCCC,0.0738,0.573,"1,2-dimethyl-3-pentylimidazol-1-ium;hydrogensulfate"
313,101.325,1132.5,AAwGbS,1-methyl-3-pentylimidazolium dihydrogen phosphate,P(=O)(O)(O)[O-].CN1C=[N+](C=C1)CCCCC,0.1033,0.398,dihydrogenphosphate;1-methyl-3-pentylimidazol-3-ium
353,101.325,1114.8,AAiOVY,"2-hydroxy-N,N,N-trimethylethanaminium glycinate",NCC(=O)[O-].OCC[N+](C)(C)C,0.0035,0.1499,2-aminoacetate;2-hydroxyethyl(trimethyl)azanium
298,101.325,1112.9,AAkywN,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",N[C@@H](C)C(=O)[O-].OCC[N+](C)(C)C,0.715,0.00213,(2S)-2-aminopropanoate;2-hydroxyethyl(trimethyl)azanium
318,101.325,1109.0,AAkyBE,"2-hydroxy-N,N,N-trimethylethanaminium .beta.-alaninate",NCCC(=O)[O-].OCC[N+](C)(C)C,0.723,0.00907,3-aminopropanoate;2-hydroxyethyl(trimethyl)azanium
318,101.325,1179.9,AAoCGo,"2-hydroxy-N,N,N-trimethylethanaminium L-serinate",N[C@@H](CO)C(=O)[O-].OCC[N+](C)(C)C,1.306,0.00553,(2S)-2-amino-3-hydroxypropanoate;2-hydroxyethyl(trimethyl)azanium
323,101.325,1106.7,AApyew,"2-hydroxy-N,N,N-trimethylethanaminium L-prolinate",N1[C@@H](CCC1)C(=O)[O-].OCC[N+](C)(C)C,0.464,0.00204,2-hydroxyethyl(trimethyl)azanium;(2S)-pyrrolidine-2-carboxylate
323,101.325,1219.7,AAkJQt,"4-methyl-1-propyl-1,2,4-triazolium nitrate",[N+](=O)([O-])[O-].CN1C=N[N+](=C1)CCC,0.0571,0.472,"4-methyl-1-propyl-1,2,4-triazol-1-ium;nitrate"
323,101.325,1488.4,ABaHdR,"4-methyl-1-propyl-1H-1,2,4-triazol-4-ium bis((trifluoromethyl)sulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+]=1C=NN(C1)CCC,0.0282,0.506,"bis(trifluoromethylsulfonyl)azanide;4-methyl-1-propyl-1,2,4-triazol-4-ium"
338,101.325,1195.9,ABFJYr,"4-methyl-1-propyl-1,2,4-triazolium tosylate",S(=O)(=O)([O-])C1=CC=C(C)C=C1.CN1C=N[N+](=C1)CCC,0.1688,0.0961,"4-methylbenzenesulfonate;4-methyl-1-propyl-1,2,4-triazol-1-ium"
323,101.325,1377.0,ABiLaO,"1-hexyl-4-methyl-1H-1,2,4-triazol-4-ium bis((trifluoromethyl)sulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCC)N1N=C[N+](=C1)C,0.0362,0.219,"bis(trifluoromethylsulfonyl)azanide;1-hexyl-4-methyl-1,2,4-triazol-4-ium"
348,101.325,1430.0,ABcrsL,"1-butyl-4-methyl-1H-1,2,4-triazol-4-ium bis((trifluoromethyl)sulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1N=C[N+](=C1)C,0.0142,0.741,"bis(trifluoromethylsulfonyl)azanide;1-butyl-4-methyl-1,2,4-triazol-4-ium"
323,101.325,1278.0,ABtBrm,"1-decyl-4-methyl-1H-1,2,4-triazol-4-ium bis((trifluoromethyl)sulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCC)N1N=C[N+](=C1)C,0.0575,0.106,"bis(trifluoromethylsulfonyl)azanide;1-decyl-4-methyl-1,2,4-triazol-4-ium"
313,101.325,1248.0,AByVEJ,"1-dodecyl-4-methyl-1H-1,2,4-triazol-4-ium bis((trifluoromethyl)sulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCC)N1N=C[N+](=C1)C,0.1252,0.0521,"bis(trifluoromethylsulfonyl)azanide;1-dodecyl-4-methyl-1,2,4-triazol-4-ium"
348,101.325,1509.0,ABXWDH,"1-ethyl-4-methyl-1H-1,2,4-triazol-4-ium bis((trifluoromethyl)sulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)N1N=C[N+](=C1)C,0.0112,1.46,"bis(trifluoromethylsulfonyl)azanide;1-ethyl-4-methyl-1,2,4-triazol-4-ium"
323,101.325,1169.2,ABGFdt,1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(3-fluorophenyl)borate,C[N+]1(C=CN(CCCC)C=1).FC1=CC([B-](F)(F)(F))=CC=C1,0.0301,0.603,1-butyl-3-methylimidazol-3-ium;trifluoro-(3-fluorophenyl)boranuide
303,101.325,1189.0,AAxMij,1-ethyl-3-methylimidazolium phenyltrifluoroborate,C1(=CC=CC=C1)[B-](F)(F)F.C(C)N1C=[N+](C=C1)C,0.0482,0.668,1-ethyl-3-methylimidazol-3-ium;trifluoro(phenyl)boranuide
303,101.325,1025.0,ABOVjb,tributylmethylammonium phenyltrifluoroborate,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+](C)(CCCC)CCCC,1.2039,0.011,tributyl(methyl)azanium;trifluoro(phenyl)boranuide
323,101.325,1135.0,ABCDFa,1-butylpyridinium phenyltrifluoroborate,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1=CC=CC=C1,0.0389,0.487,1-butylpyridin-1-ium;trifluoro(phenyl)boranuide
348,101.325,1078.0,ABFwbg,1-butyl-1-methylpiperidinium phenyltrifluoroborate,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCCC1)C,0.051,0.416,1-butyl-1-methylpiperidin-1-ium;trifluoro(phenyl)boranuide
338,101.325,1163.3,ABGFdV,1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(4-fluorophenyl)borate,C[N+]1(C=CN(CCCC)C=1).FC1=CC=C([B-](F)(F)(F))C=C1,0.02008,0.768,1-butyl-3-methylimidazol-3-ium;trifluoro-(4-fluorophenyl)boranuide
318,101.325,1144.1,ABHXjw,1-butyl-3-methyl-1H-imidazol-3-ium (3-cyanophenyl)trifluoroborate,C(#N)C=1C=C(C=CC1)[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C,0.082,0.2,1-butyl-3-methylimidazol-3-ium;(3-cyanophenyl)-trifluoroboranuide
308,101.325,1236.0,ABPlRu,1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(4-(trifluoromethyl)phenyl)borate,C[N+]1(C=CN(CCCC)C=1).C(F)(F)(F)C1=CC=C([B-](F)(F)(F))C=C1,0.082,0.16,1-butyl-3-methylimidazol-3-ium;trifluoro-[4-(trifluoromethyl)phenyl]boranuide
313,101.325,1105.0,ABDLdK,1-butyl-1-methylpyrrolidinium phenyltrifluoroborate,C1(=CC=CC=C1)[B-](F)(F)F.C(CCC)[N+]1(CCCC1)C,0.1027,0.251,1-butyl-1-methylpyrrolidin-1-ium;trifluoro(phenyl)boranuide
333,101.325,1214.9,ABPlcc,1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(3-(trifluoromethyl)phenyl)borate,C[N+]1(C=CN(CCCC)C=1).C(F)(F)(F)C1=CC([B-](F)(F)(F))=CC=C1,0.0318,0.686,1-butyl-3-methylimidazol-3-ium;trifluoro-[3-(trifluoromethyl)phenyl]boranuide
338,101.325,1341.4,ABdqRq,N-(2-aminoethyl)hexan-1-aminium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.NCC[NH2+]CCCCCC,0.0365,0.203,2-aminoethyl(hexyl)azanium;bis(trifluoromethylsulfonyl)azanide
333,101.325,1311.0,ABngDo,"4-methyl-1-octyl-1H-1,2,4-triazol-4-ium bis((trifluoromethyl)sulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+]=1C=NN(C1)CCCCCCCC,0.0318,0.211,"bis(trifluoromethylsulfonyl)azanide;4-methyl-1-octyl-1,2,4-triazol-4-ium"
313,101.325,1410.3,ABXrga,"N-ethyl-N,N-dimethylprop-2-en-1-aminium bis((trifluoromethyl)sulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CC=C)(C)C,0.03236,0.601,bis(trifluoromethylsulfonyl)azanide;ethyl-dimethyl-prop-2-enylazanium
343,101.325,1187.8,AArkJG,"N-ethyl-N,N-dimethylprop-2-en-1-aminium trifluoroacetate",FC(C(=O)[O-])(F)F.C(C)[N+](CC=C)(C)C,0.0142,1.655,"ethyl-dimethyl-prop-2-enylazanium;2,2,2-trifluoroacetate"
308,101.325,1003.8,AAiiOS,"N-ethyl-N,N-dimethylprop-2-en-1-aminium dicyanamide",[N-](C#N)C#N.C(C)[N+](CC=C)(C)C,0.01486,2.5,dicyanoazanide;ethyl-dimethyl-prop-2-enylazanium
353,101.325,1217.8,AAygFD,"N-ethyl-N,N-dimethylprop-2-en-1-aminium trifluoromethanesulfonate",FC(S(=O)(=O)[O-])(F)F.C(C)[N+](CC=C)(C)C,0.01653,1.512,ethyl-dimethyl-prop-2-enylazanium;trifluoromethanesulfonate
298,101.325,1291.0,ABoBSB,1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+]1(CCCC1)CCCCCCCC,0.1382,0.081,bis(trifluoromethylsulfonyl)azanide;1-methyl-1-octylpyrrolidin-1-ium
318,101.325,1286.0,AAjxuW,1-methylpiperidinium tetrafluoroborate,[B-](F)(F)(F)F.C[NH+]1CCCCC1,0.0734,0.00122,1-methylpiperidin-1-ium;tetrafluoroborate
313,101.325,1244.0,AAnBMG,4-ethyl-4-morpholinium tetrafluoroborate,F[B-](F)(F)F.C(C)[NH+]1CCOCC1,0.1383,0.000507,4-ethylmorpholin-4-ium;tetrafluoroborate
313,101.325,1319.0,AAjxvc,N-methylpyrrolidone tetrafluoroborate,F[B-](F)(F)F.CN1C(CCC1)=O,0.0812,0.00032,1-methylpyrrolidin-2-one;tetrafluoroborate
303,101.325,1080.98,AAjMRY,1-propyl-3-methylimidazolium thiocyanate,CCCN1C=C[N+](=C1)C.C(#N)[S-],0.02858,0.84,1-methyl-3-propylimidazol-1-ium;thiocyanate
323,101.325,1048.95,AAohsn,1-pentyl-3-methylimidazolium thiocyanate,[S-]C#N.C(CCCC)N1C=[N+](C=C1)C,0.03084,0.779,1-methyl-3-pentylimidazol-1-ium;thiocyanate
298,101.325,1355.7,AAvwMI,1-butylpyridinium trifluoroacetate,CCCC[N+]1=CC=CC=C1.C(=O)(C(F)(F)F)[O-],0.0886,0.26,"1-butylpyridin-1-ium;2,2,2-trifluoroacetate"
298,101.325,1235.7,AAonIx,1-propyl-3-methylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCCN1C=C[N+](=C1)C,0.074,0.59,1-methyl-3-propylimidazol-1-ium;tetrafluoroborate
318,101.325,974.6,AAWvrQ,propylammonium acetate,C(C)(=O)[O-].C(CC)[NH3+],0.1677,0.17,propylazanium;acetate
313,101.325,985.4,AAULfb,propylammonium formate,C(=O)[O-].C(CC)[NH3+],0.044,0.59,propylazanium;formate
303,101.325,1341.4,AAnYjs,1-methylpyridinium methylsulfate,COS(=O)(=O)[O-].C[N+]1=CC=CC=C1,0.091,0.45,1-methylpyridin-1-ium;methylsulfate
293,101.325,1065.2,AArQHq,N-(2-hydroxyethyl)benzenaminium butyrate,C(CCC)(=O)[O-].OCC[NH2+]C1=CC=CC=C1,0.0328,0.000401,butanoate;2-hydroxyethyl(phenyl)azanium
293,101.325,1408.0,ABfRtu,1-butyl-3-ethylimidazolium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)CC,0.0547,0.41,bis(trifluoromethylsulfonyl)azanide;1-butyl-3-ethylimidazol-3-ium
333,101.325,1005.8,AAwlkd,N-(2-hydroxyethyl)benzenaminium hexanoate,C(CCCCC)(=O)[O-].OCC[NH2+]C1=CC=CC=C1,0.0066,0.002074,hexanoate;2-hydroxyethyl(phenyl)azanium
313,101.325,1027.0,AAuBND,N-(2-hydroxyethyl)benzenaminium pentanoate,C(CCCC)(=O)[O-].OCC[NH2+]C1=CC=CC=C1,0.0145,0.000956,2-hydroxyethyl(phenyl)azanium;pentanoate
298,101.325,886.5,ABZlMF,"N-methyl-N,N-dioctyl-1-octanaminium chloride",CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],2.391,0.0026,methyl(trioctyl)azanium;chloride
313,101.325,1059.7,AAogDH,N-(2-hydroxyethyl)benzenaminium propionate,C(CC)(=O)[O-].OCC[NH2+]C1=CC=CC=C1,0.0103,0.000438,2-hydroxyethyl(phenyl)azanium;propanoate
303,101.325,1209.3,AAwaCc,1-butyl-3-methylimidazolium trifluoroacetate,CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],0.0423,0.547,"1-butyl-3-methylimidazol-3-ium;2,2,2-trifluoroacetate"
309,101.325,1437.0,ABiBRY,1-allyl-3-(2-methoxyethyl)-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C=C)N1C=[N+](C=C1)CCOC,0.0237,0.546,bis(trifluoromethylsulfonyl)azanide;1-(2-methoxyethyl)-3-prop-2-enylimidazol-1-ium
323,101.325,1095.5,AApAfQ,1-butyl-3-methylimidazolium glycinate,NCC(=O)[O-].C(CCC)N1C=[N+](C=C1)C,0.217,0.0403,2-aminoacetate;1-butyl-3-methylimidazol-3-ium
338,101.325,1091.5,ABDDcr,N-octylethylenediammonium trifluoroacetate,FC(C(=O)[O-])(F)F.C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F,0.0425,0.128,"2-azaniumylethyl(octyl)azanium;2,2,2-trifluoroacetate"
308,101.325,1374.0,ABbjbS,"1,1,3,3-tetramethyl-4-butylguanidinium bromotrichloroferrate(III)",CCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),0.0672,0.1149,bis(dimethylamino)methylidene-butylazanium;bromo(trichloro)iron(1-)
318,101.325,1472.0,ABZTca,1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CC)[N+]1=CC=CC=C1,0.0233,0.83,bis(trifluoromethylsulfonyl)azanide;1-propylpyridin-1-ium
313,101.325,1429.0,ABWPJz,"1,1,3,3-tetramethyl-4-ethylguanidinium bromotrichloroferrate(III)",CC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),0.02989,0.1618,bis(dimethylamino)methylidene-ethylazanium;bromo(trichloro)iron(1-)
313,101.325,1281.0,ABmZNI,"1,1,3,3-tetramethyl-4-octylguanidinium bromotrichloroferrate(III)",CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),0.0693,0.0769,bis(dimethylamino)methylidene-octylazanium;bromo(trichloro)iron(1-)
278,101.325,1556.0,ACgpEt,1-butyl-3-methylimidazolium tetrathiocyanatomercurate(II),C[N+]1C=CN(CCCC)C=1.[Hg-2](SC#N)(SC#N)(SC#N)(SC#N),0.314,0.1389,1-butyl-3-methylimidazol-3-ium;tetrathiocyanatomercury(2-)
368,101.325,1166.8,ACGpZk,1-butyl-3-methylimidazolium tetrathiocyanatozincate(II),C[N+]1C=CN(CCCC)C=1.[Zn-2](SC#N)(SC#N)(SC#N)(SC#N),0.01157,2.47,1-butyl-3-methylimidazol-3-ium;tetrathiocyanatozinc(2-)
313,101.325,1325.0,ABhEok,"1,1,3,3-tetramethyl-4-hexylguanidinium bromotrichloroferrate(III)",CCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),0.06063,0.09,bis(dimethylamino)methylidene-hexylazanium;bromo(trichloro)iron(1-)
308,101.325,1169.5,ACwbdF,1-butyl-3-methylimidazolium hexathiocyanatoaluminate(III),C[N+]1C=CN(CCCC)C=1.[Al-3](SC#N)(SC#N)(SC#N)(SC#N)(SC#N)(SC#N),2.166,0.0421,1-butyl-3-methylimidazol-3-ium;hexathiocyanatoaluminum(2-)
358,101.325,1134.9,AAtDFv,1-butyl-3-methylimidazolium methanesulfonate,CCCCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],0.0259,0.81,1-butyl-3-methylimidazol-3-ium;methanesulfonate
343,101.325,853.7,ACQeIP,trihexyl(tetradecyl)phosphonium octanoate,C(CCCCCCC)(=O)[O-].C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC,0.0527,0.01977,octanoate;trihexyl(tetradecyl)phosphanium
343,101.325,857.5,ACLKlW,trihexyl(tetradecyl)phosphonium hexanoate,C(CCCCC)(=O)[O-].C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC,0.0465,0.026,hexanoate;trihexyl(tetradecyl)phosphanium
318,101.325,961.2,AAWvgs,butylammonium formate,C(=O)[O-].C(CCC)[NH3+],0.0456,0.588,butylazanium;formate
298,101.325,956.0,AAZfoa,butylammonium acetate,CCCCN.CC(=O)O,0.546,0.065,aceticacid;butan-1-amine
298,101.325,1192.0,AAyhhN,1-butyl-3-methylimidazolium taurate,NCCS(=O)(=O)[O-].C(CCC)N1C=[N+](C=C1)C,1.1692,0.0161,2-aminoethanesulfonate;1-butyl-3-methylimidazol-3-ium
298,101.325,1357.9,ABdgwa,"N,N-diethyl-N-methylbutan-1-aminium bis((trifluoromethyl)sulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCCC)(C)CC,0.114,0.16,bis(trifluoromethylsulfonyl)azanide;butyl-diethyl-methylazanium
328,101.325,1607.5,ABRsyk,1-methylimidazolium bis(trifluoromethylsulfonyl)imide,C[N+]1=CNC=C1.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.0334,1.27,bis(trifluoromethylsulfonyl)azanide;3-methyl-1H-imidazol-3-ium
323,101.325,1165.7,AAsEnA,1-methyl-3-propylimidazolium L-serinate,N[C@@H](CO)C(=O)[O-].CN1C=[N+](C=C1)CCC,0.408,0.116,(2S)-2-amino-3-hydroxypropanoate;1-methyl-3-propylimidazol-3-ium
318,101.325,1143.3,AAupnI,1-butyl-3-methylimidazolium L-serinate,N[C@@H](CO)C(=O)[O-].C(CCC)N1C=[N+](C=C1)C,1.05,0.0218,(2S)-2-amino-3-hydroxypropanoate;1-butyl-3-methylimidazol-3-ium
298,101.325,992.5,ABTrVK,tetrabutylphosphonium L-prolinate,N1[C@@H](CCC1)C(=O)[O-].C(CCC)[P+](CCCC)(CCCC)CCCC,1.025,0.0073,(2S)-pyrrolidine-2-carboxylate;tetrabutylphosphanium
328,101.325,1287.3,ABAmED,N-butylimidazolium trifluoromethanesulfonate,FC(S(=O)(=O)[O-])(F)F.C(CCC)N1C=[NH+]C=C1,0.0349,0.45,1-butylimidazol-3-ium;trifluoromethanesulfonate
293,101.325,1462.8,ABfluQ,1-(2-ethoxyethyl)-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OCCN1C=[N+](C=C1)C,0.0583,0.353,bis(trifluoromethylsulfonyl)azanide;1-(2-ethoxyethyl)-3-methylimidazol-3-ium
343,101.325,1377.6,ABiVVO,1-methyl-3-(2-propoxyethyl)imidazolium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CN1C=[N+](C=C1)CCOCCC,0.0106,0.69,bis(trifluoromethylsulfonyl)azanide;1-methyl-3-(2-propoxyethyl)imidazol-3-ium
283,101.325,1483.1,ABflCn,3-(3-methoxypropyl)-1-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1=CN(C=C1)C,0.1217,0.226,bis(trifluoromethylsulfonyl)azanide;1-(3-methoxypropyl)-3-methylimidazol-1-ium
313,101.325,1490.2,ABdBOa,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCN1C=[N+](C=C1)C,0.0256,0.632,bis(trifluoromethylsulfonyl)azanide;1-(2-methoxyethyl)-3-methylimidazol-3-ium
323,101.325,1476.2,ABdBbm,3-(ethoxymethyl)-1-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OC[N+]1=CN(C=C1)C,0.0212,0.651,bis(trifluoromethylsulfonyl)azanide;1-(ethoxymethyl)-3-methylimidazol-1-ium
313,101.325,1496.7,ABcXIT,1-(ethoxymethyl)pyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)OC[N+]1=CC=CC=C1,0.0262,0.575,bis(trifluoromethylsulfonyl)azanide;1-(ethoxymethyl)pyridin-1-ium
323,101.325,1541.8,ABZmIc,1-(methoxymethyl)pyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COC[N+]1=CC=CC=C1,0.0215,0.76,bis(trifluoromethylsulfonyl)azanide;1-(methoxymethyl)pyridin-1-ium
